CNPJ do Administrador (Agente de Registro),CNPJ do,Prestador de Serviço é o Gestor do Fundo (S/N),CNPJ DA CARTEIRA,CNPJ do Pagador pelos Serviços da CERC,Trading Name, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,40.814.799/0001-74,40.814.799/0001-74,BLC III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,40.895.649/0001-32,40.895.649/0001-32,AUDAX CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,41.096.982/0001-44,41.096.982/0001-44,7S FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,41.195.699/0001-70,41.195.699/0001-70,MILENIO WAREHOUSE FUNDO  DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,41.195.737/0001-94,41.195.737/0001-94,SANTA FÉ FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS NÃO PADRONIZADOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,41.195.764/0001-67,41.195.764/0001-67,PRISMA INFRATELCO VD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,41.218.515/0001-40,41.218.515/0001-40,SINAL FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,41.251.934/0001-83,41.251.934/0001-83,SUBLIME FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,41.282.730/0001-00,41.282.730/0001-00,CVPAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,41.300.770/0001-37,41.300.770/0001-37,MAGNUM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,41.341.188/0001-19,41.341.188/0001-19,GALAPAGOS ARQUIPÉLAGO FUNDO  DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,41.341.254/0001-50,41.341.254/0001-50,BS PLUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,41.351.629/0001-63,41.351.629/0001-63,SIFRA PAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,41.351.629/0001-63,41.351.629/0001-63,SIFRA PAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,41.391.208/0001-66,41.391.208/0001-66,FOUR EVEN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,41.520.452/0001-81,41.520.452/0001-81,AGROFORTE - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,41.557.655/0001-42,41.557.655/0001-42,PROSPEROUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,41.575.924/0001-01,41.575.924/0001-01,FINANCE ASSET FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  NÃO PADRONIZADOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,41.575.962/0001-56,41.575.962/0001-56,HAWK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO  PADRONIZADOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,41.609.997/0001-69,41.609.997/0001-69,ACERTO GRUPO INTER - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,41.649.863/0001-71,41.649.863/0001-71,WALL FUNDO DE INVESTIMENTO  EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,41.649.884/0001-97,41.649.884/0001-97,CASA SÃO PAULO MULTIPLICA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,41.649.912/0001-76,41.649.912/0001-76,OLAM FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,41.649.927/0001-34,41.649.927/0001-34,INFRACOMMERCE FUNDO  DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,41.673.329/0001-09,41.673.329/0001-09,FATORI OPEN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,42.154.687/0001-60,42.154.687/0001-60,MULTIPLIKE PLUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,42.265.317/0001-08,42.265.317/0001-08,BMG MIDDLE MARKET FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,42.299.325/0001-67,42.299.325/0001-67,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS KAVAK  CAPITAL, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,42.317.295/0001-74,42.317.295/0001-74,CONDOLIVRE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,42.336.323/0001-09,42.336.323/0001-09,CERES CONFINA FUNDO  DE INVESTIMENTO EM DIREITOS CREDITÓRIO, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,42.336.359/0001-84,42.336.359/0001-84,ESTÍMULO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,42.449.234/0001-60,42.449.234/0001-60,REALINVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,42.462.074/0001-90,42.462.074/0001-90,HERA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,42.462.120/0001-50,42.462.120/0001-50,SIFRA ENERGY PODIUM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,42.462.120/0001-50,42.462.120/0001-50,SIFRA ENERGY PODIUM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,42.462.162/0001-91,42.462.162/0001-91,EXES MÁQUINAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,42.533.739/0001-09,42.533.739/0001-09,AX CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  MULTISSETORIAL, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,42.556.229/0001-57,42.556.229/0001-57,SIMONETTI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,42.582.289/0001-44,42.582.289/0001-44,ABC FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,42.605.189/0001-96,42.605.189/0001-96,MINASVERDE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,42.605.322/0001-04,42.605.322/0001-04,OPHIR FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,42.627.599/0001-38,42.627.599/0001-38,COOPERA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,42.700.626/0001-50,42.700.626/0001-50,STARS BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS LP, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,42.813.981/0001-36,42.813.981/0001-36,METALFRIO SOLUTIONS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,42.866.957/0001-65,42.866.957/0001-65,PATAGONIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,42.888.478/0001-40,42.888.478/0001-40,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS JUVO, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,43.102.422/0001-80,43.102.422/0001-80,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BP IP, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,43.143.438/0001-31,43.143.438/0001-31,STZ FORNECEDORES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,43.193.260/0001-33,43.193.260/0001-33,RESIDENCE CLUB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,43.193.260/0001-33,43.193.260/0001-33,RESIDENCE CLUB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,43.458.820/0001-34,43.458.820/0001-34,EDEN FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,43.619.145/0001-88,43.619.145/0001-88,QI QUATÁ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,43.702.427/0001-44,43.702.427/0001-44,GRUPO AFFIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,44.002.535/0001-77,44.002.535/0001-77,BEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,44.062.556/0001-88,44.062.556/0001-88,ARES FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,44.062.576/0001-59,44.062.576/0001-59,PRECPAGO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,44.197.635/0001-04,44.197.635/0001-04,ARROBANK RECEBÍVEIS AGROPECUÁRIOS FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,44.273.371/0001-12,44.273.371/0001-12,GRYPHON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,44.345.159/0001-13,44.345.159/0001-13,GENTE DO BULLLA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,44.395.545/0001-10,44.395.545/0001-10,CONDOCONTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,44.395.590/0001-74,44.395.590/0001-74,ELITE FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS - NÃO PADRONIZADOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,44.395.626/0001-10,44.395.626/0001-10,SOLAR II FUNDO DE INVESTIMENTO  EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO MULTISSETORIAL, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,44.395.637/0001-08,44.395.637/0001-08,CM FEDERAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  NÃO PADRONIZADOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,44.395.657/0001-70,44.395.657/0001-70,CM ESTADUAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  NÃO PADRONIZADOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,44.698.045/0001-57,44.698.045/0001-57,ALGARVE MEDITERRÂNEO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,44.698.079/0001-41,44.698.079/0001-41,VANGUARDA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  NÃO-PADRONIZADOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,45.188.001/0001-40,45.188.001/0001-40,PERSA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,45.523.682/0001-55,45.523.682/0001-55,TITAN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,45.523.699/0001-02,45.523.699/0001-02,VIXTRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,45.523.882/0001-08,45.523.882/0001-08,SC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,45.525.103/0001-03,45.525.103/0001-03,JOB FUNDO DE INVESTIMENTO  EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,45.525.150/0001-57,45.525.150/0001-57,CITRINO FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,45.755.835/0001-90,45.755.835/0001-90,B7 FUNDO DE INVESTIMENTO EM PRECATÓRIOS E DIREITOS CREDITÓRIOS NÃO PADRONIZADOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,45.778.027/0001-48,45.778.027/0001-48,INFRA FUNDO DE  INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADO, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,46.230.817/0001-57,46.230.817/0001-57,NG OPPORTUNITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,46.230.862/0001-01,46.230.862/0001-01,BIO-STARS  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO  PADRONIZADO, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,46.231.870/0001-72,46.231.870/0001-72,DAVOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,46.231.905/0001-73,46.231.905/0001-73,VAIL II PRECATÓRIO FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,46.231.939/0001-68,46.231.939/0001-68,SÃO CRISTÓVÃO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADO, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,46.231.978/0001-65,46.231.978/0001-65,CASA DO  PRECATÓRIO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  NÃO-PADRONIZADOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,46.285.106/0001-80,46.285.106/0001-80,PAGOL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,46.285.154/0001-78,46.285.154/0001-78,AZURE CONSIGNADOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,46.285.178/0001-27,46.285.178/0001-27,INNOV FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,46.285.232/0001-34,46.285.232/0001-34,ROQUEDAL FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,46.285.232/0001-34,46.285.232/0001-34,ROQUEDAL FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,46.390.186/0001-33,46.390.186/0001-33,SEED FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS NÃO PADRONIZADOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,46.390.212/0001-23,46.390.212/0001-23,LEVER FUNDO  DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,46.390.255/0001-09,46.390.255/0001-09,CULTURA  AGROMAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,46.390.267/0001-33,46.390.267/0001-33,MACREBANK BARU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,46.610.394/0001-09,46.610.394/0001-09,LAW FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,46.783.811/0001-07,46.783.811/0001-07,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EVEREST MOKA, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,46.783.889/0001-21,46.783.889/0001-21,MIDAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,46.799.191/0001-02,46.799.191/0001-02,ARTESANAL FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,46.799.259/0001-45,46.799.259/0001-45,LUMINAE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,46.799.305/0001-06,46.799.305/0001-06,INTER SIMPLES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,47.425.598/0001-24,47.425.598/0001-24,BELGA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,47.425.628/0001-00,47.425.628/0001-00,BIOENERGY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,47.425.662/0001-77,47.425.662/0001-77,OXSS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,47.425.691/0001-39,47.425.691/0001-39,INUIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,47.425.750/0001-79,47.425.750/0001-79,CEREALIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,47.425.776/0001-17,47.425.776/0001-17,FAMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,47.425.841/0001-04,47.425.841/0001-04,CVPAR II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,47.425.860/0001-30,47.425.860/0001-30,ATICCA DIGITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,47.425.887/0001-23,47.425.887/0001-23,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NEON UP, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,47.463.370/0001-29,47.463.370/0001-29,ÍMPAR II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,47.463.373/0001-62,47.463.373/0001-62,PANDION FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO  PADRONIZADOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,47.463.381/0001-09,47.463.381/0001-09,PCS II PRINCIPAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,47.463.387/0001-86,47.463.387/0001-86,SOLDI FUNDO DE INVESTIMENTO  EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,47.463.389/0001-75,47.463.389/0001-75,LEXIS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADO, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,47.463.397/0001-11,47.463.397/0001-11,ARTESANAL CONSIGNADO PRIVADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,47.463.403/0001-30,47.463.403/0001-30,ARTESANAL CP BOLETO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,47.463.408/0001-63,47.463.408/0001-63,G5 DOCAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,47.465.008/0001-97,47.465.008/0001-97,STAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,47.466.630/0001-10,47.466.630/0001-10,ARTESANAL CP ENERGIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,47.466.676/0001-39,47.466.676/0001-39,ARTESANAL CDC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,47.846.883/0001-19,47.846.883/0001-19,FMD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,47.846.916/0001-20,47.846.916/0001-20,FIAGRO SINAI BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,47.846.982/0001-09,47.846.982/0001-09,FS TATUÍ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,47.847.076/0001-10,47.847.076/0001-10,GRU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,47.847.106/0001-99,47.847.106/0001-99,MOBI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,47.859.927/0001-45,47.859.927/0001-45,NACIONAL CRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,48.133.580/0001-11,48.133.580/0001-11,QUANTO MAIS VALOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,48.313.595/0001-61,48.313.595/0001-61,IBBA AGRO BR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,48.313.744/0001-92,48.313.744/0001-92,CREDX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,48.327.323/0001-10,48.327.323/0001-10,CASACRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,48.892.506/0001-89,48.892.506/0001-89,GLORIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,48.935.526/0001-90,48.935.526/0001-90,CERES CRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,48.965.359/0001-20,48.965.359/0001-20,FATTOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,48.967.719/0001-22,48.967.719/0001-22,SOULPAY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,48.982.247/0001-87,48.982.247/0001-87,ALUGUEL INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,49.004.860/0001-92,49.004.860/0001-92,PROVIPAY PRINCIPIA EDUCAÇÃO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,49.007.595/0001-04,49.007.595/0001-04,SP CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,49.297.224/0001-04,49.297.224/0001-04,QUALLYCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,49.325.599/0001-22,49.325.599/0001-22,BBG I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,49.507.576/0001-39,49.507.576/0001-39,IPIRANGA CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,49.553.012/0001-32,49.553.012/0001-32,GS3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,49.617.028/0001-61,49.617.028/0001-61,CREDITCORP BIOLAB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,49.669.950/0001-00,49.669.950/0001-00,MAROSTICA CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADO, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,49.682.304/0001-75,49.682.304/0001-75,BLESS LONGO PRAZO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS, ,,,
